20240103.20.07.42.487 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.491 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.492 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.492 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.492 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.492 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.493 [main] INFO  org.example.Main - Hello, Log4j!
