20240103.20.07.42.539 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.540 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.540 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.540 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.540 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.541 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.542 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.543 [main] INFO  org.example.Main - Hello, Log4j!
