20240103.20.07.42.428 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.430 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.431 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.432 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.433 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.434 [main] INFO  org.example.Main - Hello, Log4j!
20240103.20.07.42.434 [main] INFO  org.example.Main - Hello, Log4j!
